Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
311320,Akutan,20019,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,10.0,NULL,16.0,15.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.134,-165.986
312030,Pavlof,20133,Confirmed Eruption,Upper NE or NNE flank,2.0,NULL,NULL,1951.0,NULL,10.0,NULL,16.0,15.0,Historical Observations,NULL,1952.0,NULL,2.0,?,16.0,15.0,55.417,-161.894
311300,Bogoslof,19862,Uncertain Eruption,NULL,0.0,NULL,NULL,1951.0,NULL,9.0,NULL,21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53.93,-168.03
211060,Etna,13787,Confirmed Eruption,NE Crater,1.0,NULL,NULL,1951.0,NULL,9.0,NULL,21.0,NULL,Historical Observations,NULL,1952.0,NULL,5.0,NULL,30.0,NULL,37.748,14.999
233020,"Fournaise, Piton de la",14349,Confirmed Eruption,NULL,1.0,NULL,NULL,1951.0,NULL,9.0,NULL,10.0,NULL,Historical Observations,NULL,1951.0,NULL,9.0,NULL,20.0,NULL,-21.244,55.708
263280,Kelut,15955,Confirmed Eruption,NULL,4.0,NULL,NULL,1951.0,NULL,8.0,NULL,31.0,NULL,Historical Observations,NULL,1951.0,NULL,8.0,NULL,31.0,NULL,-7.93,112.308
243100,Fonualei,14782,Confirmed Eruption,North-central part of the island,2.0,NULL,NULL,1951.0,NULL,8.0,NULL,21.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-18.023,-174.317
284140,Farallon de Pajaros,18492,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,8.0,NULL,16.0,15.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.546,144.893
285070,Akan,18688,Uncertain Eruption,Me-Akan (NE foot),1.0,NULL,NULL,1951.0,NULL,7.0,NULL,31.0,NULL,NULL,NULL,1952.0,NULL,3.0,NULL,16.0,15.0,43.384,144.013
285040,Shikotsu,18627,Confirmed Eruption,Tarumai,2.0,NULL,NULL,1951.0,NULL,7.0,NULL,28.0,NULL,Historical Observations,NULL,1951.0,NULL,7.0,NULL,28.0,NULL,42.688,141.38
223020,Nyamuragira,14058,Confirmed Eruption,SW flank (Gituro),1.0,NULL,NULL,1951.0,NULL,7.0,NULL,25.0,NULL,Historical Observations,NULL,1951.0,NULL,7.0,NULL,28.0,NULL,-1.408,29.2
354020,Ubinas,10342,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,7.0,NULL,23.0,8.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-16.355,-70.903
312140,Martin,20209,Confirmed Eruption,Volcano Uncertain: Kukak Bay ashfall; probably Martin,NULL,NULL,NULL,1951.0,NULL,7.0,NULL,22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.172,-155.361
344120,Concepcion,11059,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,7.0,NULL,16.0,15.0,Historical Observations,NULL,1955.0,NULL,5.0,NULL,16.0,15.0,11.538,-85.622
344040,Telica,10923,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,7.0,NULL,15.0,45.0,Historical Observations,NULL,1951.0,NULL,10.0,NULL,15.0,5.0,12.606,-86.84
284133,Fukujin,18431,Confirmed Eruption,NULL,0.0,NULL,NULL,1951.0,NULL,7.0,NULL,15.0,45.0,Historical Observations,NULL,1951.0,NULL,10.0,NULL,15.0,45.0,21.93,143.47
290080,Sashiusudake [Baransky],18757,Confirmed Eruption,NULL,1.0,NULL,NULL,1951.0,NULL,7.0,NULL,15.0,45.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.1,148.019
311161,Korovin,19755,Uncertain Eruption,NULL,NULL,NULL,NULL,1951.0,NULL,7.0,NULL,2.0,182.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.381,-174.166
252120,Ulawun,15046,Uncertain Eruption,NULL,NULL,NULL,NULL,1951.0,NULL,7.0,NULL,2.0,182.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.05,151.33
264220,Iliboleng,16320,Confirmed Eruption,NULL,2.0,?,NULL,1951.0,NULL,7.0,NULL,2.0,182.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.342,123.258
266100,Lokon-Empung,16445,Confirmed Eruption,Tompaluan,3.0,NULL,NULL,1951.0,NULL,7.0,NULL,2.0,NULL,Historical Observations,NULL,1953.0,NULL,3.0,NULL,16.0,15.0,1.358,124.792
268040,Gamkonora,16591,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,7.0,NULL,2.0,182.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.38,127.53
353060,"Azul, Cerro",11725,Confirmed Eruption,NULL,NULL,NULL,NULL,1951.0,NULL,7.0,NULL,2.0,182.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.92,-91.408
263180,Slamet,15759,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,6.0,NULL,26.0,NULL,Historical Observations,NULL,1952.0,NULL,1.0,NULL,1.0,NULL,-7.242,109.208
312090,Aniakchak,20194,Discredited Eruption,NULL,NULL,NULL,NULL,1951.0,NULL,6.0,NULL,25.0,NULL,NULL,NULL,1951.0,NULL,6.0,NULL,25.0,NULL,56.88,-158.17
241050,Okataina,14523,Confirmed Eruption,Rotomahana,1.0,NULL,NULL,1951.0,NULL,6.0,NULL,16.0,15.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-38.12,176.5
233020,"Fournaise, Piton de la",14348,Uncertain Eruption,North part of Grand Brule,0.0,NULL,NULL,1951.0,NULL,6.0,NULL,16.0,15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-21.244,55.708
384010,Fogo,13136,Confirmed Eruption,Northwest and south caldera floor,2.0,NULL,NULL,1951.0,NULL,6.0,NULL,12.0,NULL,Historical Observations,NULL,1951.0,NULL,8.0,NULL,21.0,NULL,14.95,-24.35
304030,Kunlun Volcanic Group,19632,Confirmed Eruption,Ashi Shan,2.0,NULL,NULL,1951.0,NULL,5.0,NULL,27.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.52,80.2
341021,Socorro,10374,Confirmed Eruption,SW flank (west of Lomas Coloradas),2.0,?,NULL,1951.0,NULL,5.0,NULL,22.0,NULL,Historical Observations,NULL,1951.0,NULL,5.0,NULL,22.0,NULL,18.78,-110.95
241080,Tongariro,14589,Confirmed Eruption,Ngauruhoe,2.0,NULL,NULL,1951.0,NULL,5.0,NULL,16.0,15.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.157,175.632
282110,Asosan,17323,Confirmed Eruption,Naka-dake,2.0,NULL,NULL,1951.0,NULL,5.0,NULL,4.0,NULL,Historical Observations,NULL,1951.0,NULL,8.0,NULL,16.0,15.0,32.884,131.104
311360,Shishaldin,20080,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,4.0,NULL,16.0,15.0,Historical Observations,NULL,1951.0,NULL,10.0,NULL,5.0,4.0,54.756,-163.97
241100,Ruapehu,14629,Confirmed Eruption,NULL,1.0,NULL,NULL,1951.0,NULL,3.0,NULL,19.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.28,175.57
263170,Cereme,15729,Confirmed Eruption,NULL,2.0,?,NULL,1951.0,NULL,3.0,NULL,1.0,NULL,Historical Observations,NULL,1951.0,NULL,3.0,NULL,2.0,NULL,-6.895,108.408
283260,Akita-Yakeyama,18087,Confirmed Eruption,Kare-numa,1.0,?,NULL,1951.0,NULL,2.0,NULL,16.0,15.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.964,140.757
263180,Slamet,15758,Confirmed Eruption,NULL,2.0,NULL,NULL,1951.0,NULL,2.0,NULL,11.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.242,109.208
285040,Shikotsu,18626,Confirmed Eruption,Tarumai,2.0,NULL,NULL,1951.0,NULL,1.0,NULL,29.0,NULL,Historical Observations,NULL,1951.0,NULL,1.0,NULL,29.0,NULL,42.688,141.38
253010,Lamington,15105,Confirmed Eruption,NULL,4.0,NULL,NULL,1951.0,NULL,1.0,NULL,17.0,NULL,Historical Observations,NULL,1956.0,NULL,7.0,NULL,2.0,182.0,-8.95,148.15
257040,Ambrym,15262,Confirmed Eruption,Benbow,4.0,+,NULL,1950.0,NULL,12.0,NULL,6.0,NULL,Historical Observations,NULL,1951.0,NULL,11.0,NULL,25.0,5.0,-16.25,168.12
255060,Kavachi,15150,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,12.0,NULL,1.0,30.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.991,157.979
211060,Etna,13786,Confirmed Eruption,East flank (2820-2200 m),2.0,NULL,NULL,1950.0,NULL,11.0,NULL,25.0,NULL,Historical Observations,NULL,1951.0,NULL,12.0,NULL,2.0,NULL,37.748,14.999
344070,"Negro, Cerro",10954,Confirmed Eruption,NULL,3.0,NULL,NULL,1950.0,NULL,11.0,NULL,21.0,NULL,Historical Observations,NULL,1950.0,NULL,12.0,NULL,17.0,NULL,12.506,-86.702
282110,Asosan,17322,Confirmed Eruption,Naka-dake,2.0,NULL,NULL,1950.0,NULL,11.0,NULL,16.0,15.0,Historical Observations,NULL,1951.0,NULL,1.0,NULL,16.0,15.0,32.884,131.104
311120,Great Sitkin,19737,Confirmed Eruption,NULL,NULL,NULL,NULL,1950.0,NULL,11.0,NULL,5.0,NULL,Historical Observations,NULL,1950.0,NULL,11.0,NULL,29.0,NULL,52.076,-176.13
263290,Arjuno-Welirang,15960,Confirmed Eruption,NW part of Gunung Welirang (2500 & 2700 m),2.0,NULL,NULL,1950.0,NULL,10.0,NULL,30.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.733,112.575
268040,Gamkonora,16590,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,10.0,NULL,16.0,15.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.38,127.53
261140,Marapi,15459,Confirmed Eruption,"Kepundan Bongsu, Kuniang, Jinggo",2.0,NULL,NULL,1950.0,NULL,9.0,NULL,27.0,NULL,Historical Observations,NULL,1952.0,NULL,6.0,NULL,14.0,NULL,-0.38,100.474
283110,Asamayama,17796,Confirmed Eruption,NULL,1.0,NULL,NULL,1950.0,NULL,9.0,NULL,23.0,NULL,Historical Observations,NULL,1951.0,NULL,6.0,NULL,17.0,NULL,36.406,138.523
264250,Iliwerung,16343,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,9.0,NULL,10.0,NULL,Historical Observations,NULL,1950.0,NULL,10.0,NULL,2.0,NULL,-8.53,123.57
233020,"Fournaise, Piton de la",14347,Confirmed Eruption,SE of Bory,2.0,NULL,NULL,1950.0,NULL,8.0,NULL,30.0,NULL,Historical Observations,NULL,1950.0,NULL,9.0,NULL,5.0,NULL,-21.244,55.708
312030,Pavlof,20132,Confirmed Eruption,Upper NE or NNE flank,2.0,NULL,NULL,1950.0,NULL,7.0,NULL,31.0,NULL,Historical Observations,NULL,1951.0,NULL,5.0,NULL,16.0,15.0,55.417,-161.894
263300,Semeru,16006,Confirmed Eruption,Jonggring Seloko,2.0,NULL,NULL,1950.0,NULL,7.0,NULL,23.0,NULL,Historical Observations,NULL,1964.0,NULL,12.0,NULL,16.0,15.0,-8.108,112.922
284010,Izu-Oshima,18224,Confirmed Eruption,"Mihara-yama, south rim",2.0,NULL,NULL,1950.0,NULL,7.0,NULL,16.0,NULL,Historical Observations,NULL,1951.0,NULL,6.0,NULL,28.0,NULL,34.724,139.394
312180,Novarupta,20245,Discredited Eruption,NULL,NULL,NULL,NULL,1950.0,NULL,7.0,NULL,5.0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.27,-155.157
262000,Krakatau,15601,Confirmed Eruption,Anak Krakatau,2.0,NULL,NULL,1950.0,NULL,7.0,NULL,3.0,NULL,Historical Observations,NULL,1950.0,NULL,7.0,NULL,7.0,NULL,-6.102,105.423
312160,Trident,20225,Confirmed Eruption,Volcano Uncertain:  attributed to Trident,2.0,?,NULL,1950.0,NULL,7.0,NULL,2.0,NULL,NULL,NULL,1950.0,NULL,8.0,NULL,18.0,NULL,58.236,-155.1
311070,Gareloi,19683,Confirmed Eruption,NULL,1.0,NULL,NULL,1950.0,NULL,7.0,NULL,2.0,182.0,Historical Observations,NULL,1951.0,NULL,7.0,NULL,2.0,182.0,51.79,-178.794
334050,Northern EPR at 9.8°N,10339,Confirmed Eruption,East Pacific Rise (9.9 deg N),0.0,NULL,?,1950.0,NULL,7.0,NULL,2.0,182.0,Magnetism,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.83,-104.3
283260,Akita-Yakeyama,18086,Confirmed Eruption,Kare-numa,1.0,NULL,NULL,1950.0,NULL,7.0,NULL,2.0,182.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.964,140.757
357120,Villarrica,12158,Uncertain Eruption,NULL,NULL,NULL,NULL,1950.0,NULL,7.0,NULL,2.0,182.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.42,-71.93
282080,Aira,17086,Confirmed Eruption,Minami-dake,1.0,NULL,NULL,1950.0,NULL,6.0,NULL,29.0,NULL,Historical Observations,NULL,1950.0,NULL,9.0,NULL,9.0,NULL,31.593,130.657
241100,Ruapehu,14628,Confirmed Eruption,NULL,1.0,NULL,NULL,1950.0,NULL,6.0,NULL,26.0,NULL,Historical Observations,NULL,1950.0,NULL,6.0,NULL,26.0,NULL,-39.28,175.57
241080,Tongariro,14588,Confirmed Eruption,Ngauruhoe,2.0,NULL,NULL,1950.0,NULL,6.0,NULL,16.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.157,175.632
332020,Mauna Loa,10224,Confirmed Eruption,SW rift zone (2440 m),0.0,NULL,NULL,1950.0,NULL,6.0,NULL,1.0,NULL,Historical Observations,NULL,1950.0,NULL,6.0,NULL,23.0,NULL,19.475,-155.608
263310,Tengger Caldera,13528,Confirmed Eruption,Bromo,2.0,NULL,NULL,1950.0,NULL,5.0,NULL,27.0,NULL,Historical Observations,NULL,1950.0,NULL,8.0,NULL,16.0,15.0,-7.942,112.95
390080,Bristol Island,13209,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,3.0,NULL,27.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-59.017,-26.533
264220,Iliboleng,16319,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,3.0,NULL,16.0,15.0,Historical Observations,NULL,1950.0,NULL,8.0,?,16.0,15.0,-8.342,123.258
261220,Kaba,15545,Confirmed Eruption,Kaba Vogelsang,1.0,NULL,NULL,1950.0,NULL,3.0,NULL,16.0,15.0,Historical Observations,NULL,1951.0,NULL,4.0,NULL,16.0,15.0,-3.522,102.615
233020,"Fournaise, Piton de la",14346,Confirmed Eruption,South flank (2080 m),2.0,NULL,NULL,1950.0,NULL,2.0,NULL,25.0,NULL,Historical Observations,NULL,1950.0,NULL,4.0,NULL,2.0,NULL,-21.244,55.708
283180,Azumayama,17934,Confirmed Eruption,Issaikyo (Oana and NW of Oana),1.0,NULL,NULL,1950.0,NULL,2.0,NULL,10.0,NULL,Historical Observations,NULL,1950.0,NULL,2.0,NULL,19.0,NULL,37.735,140.244
284130,Fukutoku-Oka-no-Ba,18448,Uncertain Eruption,NULL,0.0,NULL,NULL,1950.0,NULL,2.0,NULL,1.0,NULL,NULL,NULL,1950.0,NULL,2.0,NULL,1.0,NULL,24.285,141.481
234010,Heard,14402,Confirmed Eruption,Mawson Peak,2.0,NULL,NULL,1950.0,NULL,1.0,NULL,24.0,NULL,Historical Observations,NULL,1952.0,NULL,3.0,?,12.0,NULL,-53.106,73.513
283210,Kurikomayama,18002,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,1.0,NULL,15.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.961,140.788
351080,Galeras,11369,Confirmed Eruption,NULL,2.0,NULL,NULL,1950.0,NULL,1.0,NULL,12.0,NULL,Historical Observations,NULL,1950.0,NULL,9.0,NULL,5.0,NULL,1.22,-77.37
212040,Santorini,13892,Confirmed Eruption,Nea Kameni (Liatsikas dome),2.0,NULL,NULL,1950.0,NULL,1.0,NULL,10.0,NULL,Historical Observations,NULL,1950.0,NULL,2.0,NULL,2.0,NULL,36.404,25.396
311120,Great Sitkin,19736,Confirmed Eruption,NULL,1.0,NULL,NULL,1949.0,NULL,12.0,NULL,30.0,NULL,Historical Observations,NULL,1950.0,NULL,1.0,NULL,7.0,NULL,52.076,-176.13
282110,Asosan,17321,Confirmed Eruption,Naka-dake,2.0,NULL,NULL,1949.0,NULL,12.0,NULL,26.0,NULL,Historical Observations,NULL,1950.0,NULL,4.0,NULL,15.0,NULL,32.884,131.104
341130,Tacana,10620,Confirmed Eruption,SW flank,1.0,NULL,NULL,1949.0,NULL,12.0,NULL,22.0,NULL,Historical Observations,NULL,1950.0,NULL,1.0,NULL,16.0,15.0,15.132,-92.109
211060,Etna,13785,Confirmed Eruption,NE Crater,1.0,NULL,NULL,1949.0,NULL,12.0,NULL,3.0,NULL,Historical Observations,NULL,1950.0,NULL,11.0,NULL,16.0,15.0,37.748,14.999
211060,Etna,13784,Confirmed Eruption,Central Crater and NW flank (2420-1900 m),2.0,NULL,NULL,1949.0,NULL,12.0,NULL,2.0,NULL,Historical Observations,NULL,1949.0,NULL,12.0,NULL,5.0,NULL,37.748,14.999
342090,Fuego,10555,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,11.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.473,-90.88
261140,Marapi,15458,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,10.0,NULL,15.0,5.0,Historical Observations,NULL,1949.0,NULL,10.0,NULL,22.0,5.0,-0.38,100.474
282030,Suwanosejima,16934,Confirmed Eruption,O-take,2.0,NULL,NULL,1949.0,NULL,10.0,NULL,0.0,NULL,Historical Observations,NULL,1954.0,NULL,7.0,NULL,2.0,182.0,29.638,129.714
282040,Nakanoshima,16953,Uncertain Eruption,On-take,1.0,?,NULL,1949.0,NULL,10.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.859,129.857
233020,"Fournaise, Piton de la",14345,Uncertain Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,10.0,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-21.244,55.708
257070,Kuwae,15338,Confirmed Eruption,Karua,3.0,NULL,NULL,1949.0,NULL,10.0,NULL,0.0,NULL,Historical Observations,NULL,1949.0,NULL,12.0,NULL,0.0,NULL,-16.829,168.536
266100,Lokon-Empung,13752,Confirmed Eruption,Tompaluan,1.0,NULL,NULL,1949.0,NULL,9.0,NULL,14.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.358,124.792
267020,Karangetang,16518,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,9.0,NULL,14.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.781,125.407
357110,Llaima,12060,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,9.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-38.692,-71.729
283260,Akita-Yakeyama,18085,Confirmed Eruption,Kare-numa,1.0,NULL,NULL,1949.0,NULL,8.0,NULL,30.0,NULL,Historical Observations,NULL,1949.0,NULL,9.0,NULL,1.0,NULL,39.964,140.757
383010,La Palma,13057,Confirmed Eruption,"San Juan, Llano del Banco, Hoyo Negro",2.0,?,NULL,1949.0,NULL,6.0,NULL,24.0,NULL,Historical Observations,NULL,1949.0,NULL,7.0,NULL,30.0,NULL,28.57,-17.83
264220,Iliboleng,16318,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,6.0,NULL,12.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.342,123.258
312160,Trident,20224,Confirmed Eruption,NULL,NULL,NULL,NULL,1949.0,NULL,6.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.236,-155.1
344070,"Negro, Cerro",10953,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,6.0,NULL,0.0,NULL,Historical Observations,NULL,1949.0,NULL,6.0,NULL,0.0,NULL,12.506,-86.702
351060,Purace,11336,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,5.0,NULL,26.0,NULL,Historical Observations,NULL,1949.0,NULL,6.0,NULL,11.0,NULL,2.32,-76.4
312180,Novarupta,20244,Discredited Eruption,NULL,NULL,NULL,NULL,1949.0,NULL,5.0,NULL,19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.27,-155.157
262000,Krakatau,15600,Confirmed Eruption,Anak Krakatau,2.0,NULL,NULL,1949.0,NULL,5.0,NULL,12.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.102,105.423
300260,Klyuchevskoy,19442,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,5.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.056,160.642
261140,Marapi,15457,Confirmed Eruption,Kepundan Bongsu,2.0,NULL,NULL,1949.0,NULL,4.0,NULL,29.0,NULL,Historical Observations,NULL,1949.0,NULL,4.0,NULL,30.0,NULL,-0.38,100.474
357060,"Azul, Cerro",11959,Confirmed Eruption,Quizapu,2.0,?,NULL,1949.0,NULL,4.0,NULL,15.0,5.0,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-35.653,-70.761
264250,Iliwerung,16342,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,4.0,NULL,9.0,NULL,Historical Observations,NULL,1949.0,NULL,4.0,NULL,29.0,NULL,-8.53,123.57
257070,Kuwae,15337,Confirmed Eruption,Karua,3.0,NULL,NULL,1949.0,NULL,4.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-16.829,168.536
283110,Asamayama,17795,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,3.0,NULL,10.0,NULL,Historical Observations,NULL,1949.0,NULL,10.0,NULL,24.0,NULL,36.406,138.523
241080,Tongariro,14587,Confirmed Eruption,Ngauruhoe (south sub-crater),2.0,NULL,NULL,1949.0,NULL,2.0,NULL,9.0,NULL,Historical Observations,NULL,1949.0,NULL,3.0,NULL,3.0,NULL,-39.157,175.632
283090,Niigata-Yakeyama,17542,Confirmed Eruption,"NE-SW fissures, both sides of summit",2.0,NULL,NULL,1949.0,NULL,2.0,NULL,5.0,NULL,Historical Observations,NULL,1949.0,NULL,9.0,NULL,13.0,NULL,36.921,138.036
264220,Iliboleng,16317,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,2.0,NULL,4.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.342,123.258
332020,Mauna Loa,10223,Confirmed Eruption,Mokuaweoweo and SW rift zone,0.0,NULL,NULL,1949.0,NULL,1.0,NULL,6.0,NULL,Historical Observations,NULL,1949.0,NULL,5.0,NULL,31.0,NULL,19.475,-155.608
267010,Ruang,16491,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,1.0,NULL,5.0,NULL,Historical Observations,NULL,1949.0,NULL,1.0,>,19.0,NULL,2.3,125.37
268040,Gamkonora,16589,Confirmed Eruption,NULL,2.0,NULL,NULL,1949.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.38,127.53
264030,Rinjani,16220,Confirmed Eruption,NW flank of Gunung Barujari,0.0,NULL,NULL,1949.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,1950.0,NULL,7.0,NULL,2.0,182.0,-8.42,116.47
258010,Matthew Island,15358,Confirmed Eruption,West-Matthew,2.0,NULL,<,1949.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-22.33,171.32
353060,"Azul, Cerro",11724,Confirmed Eruption,NULL,0.0,NULL,?,1949.0,NULL,0.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.92,-91.408
255020,Bagana,15127,Confirmed Eruption,NULL,3.0,NULL,NULL,1948.0,NULL,12.0,NULL,1.0,30.0,Historical Observations,NULL,1951.0,NULL,12.0,NULL,1.0,30.0,-6.137,155.196
267020,Karangetang,16517,Confirmed Eruption,NULL,2.0,NULL,NULL,1948.0,NULL,12.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.781,125.407
263060,Gede-Pangrango,15663,Confirmed Eruption,Kawah Leutik (Kawah Ratu),2.0,NULL,NULL,1948.0,NULL,11.0,NULL,15.0,NULL,Historical Observations,NULL,1949.0,NULL,2.0,NULL,5.0,NULL,-6.77,106.965
263180,Slamet,15757,Confirmed Eruption,NULL,2.0,NULL,NULL,1948.0,NULL,11.0,NULL,14.0,NULL,Historical Observations,NULL,1948.0,NULL,12.0,NULL,15.0,NULL,-7.242,109.208
343030,Izalco,10820,Confirmed Eruption,"Summit, SW and NE flanks",3.0,NULL,NULL,1948.0,NULL,11.0,NULL,4.0,NULL,Historical Observations,NULL,1957.0,NULL,12.0,NULL,1.0,30.0,13.813,-89.633
357120,Villarrica,12157,Confirmed Eruption,NULL,3.0,NULL,NULL,1948.0,NULL,10.0,NULL,9.0,NULL,Historical Observations,NULL,1949.0,NULL,2.0,NULL,3.0,NULL,-39.42,-71.93
263250,Merapi,15907,Confirmed Eruption,NULL,2.0,NULL,NULL,1948.0,NULL,9.0,NULL,29.0,NULL,Historical Observations,NULL,1948.0,NULL,12.0,NULL,0.0,NULL,-7.54,110.446
257070,Kuwae,15336,Confirmed Eruption,Karua,2.0,NULL,NULL,1948.0,NULL,9.0,NULL,22.0,NULL,Historical Observations,NULL,1948.0,NULL,9.0,NULL,29.0,NULL,-16.829,168.536
271080,Camiguin,16721,Confirmed Eruption,Upper NE flank of Hibok-Hibok,3.0,NULL,NULL,1948.0,NULL,9.0,NULL,1.0,NULL,Historical Observations,NULL,1953.0,NULL,7.0,NULL,16.0,15.0,9.203,124.673
241080,Tongariro,14586,Confirmed Eruption,Ngauruhoe,2.0,NULL,NULL,1948.0,NULL,9.0,NULL,0.0,NULL,Historical Observations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39.157,175.632
344100,Masaya,11028,Confirmed Eruption,Santiago,1.0,NULL,NULL,1948.0,NULL,9.0,NULL,0.0,NULL,Historical Observations,NULL,1948.0,NULL,9.0,NULL,0.0,NULL,11.985,-86.165
